,Source,Date,Post_id,Sentence_id,Text,Shares,Likes,Comments,Dominant_Topic,Dominant_Pct,Dominant_Topic_Keywords,topic_1_pct,topic_2_pct,topic_3_pct,topic_4_pct,topic_5_pct,topic_6_pct,topic_7_pct,topic_8_pct,topic_9_pct,topic_10_pct,topic_11_pct,topic_12_pct,topic_13_pct,topic_14_pct,topic_15_pct,topic_16_pct,topic_17_pct,topic_18_pct,topic_19_pct,topic_20_pct,topic_21_pct,topic_22_pct,topic_23_pct,topic_24_pct,topic_25_pct,topic_26_pct,topic_27_pct,topic_28_pct,topic_29_pct,topic_30_pct
0,1,2020-02-01,0,1,update on the 2019 novel coronavirus (ncov) - false rumours: _x000d_there is a whatsapp message circulating around with a list of alleged places to avoid where suspected or confirmed cases of the ncov have been._x000d_this is false.,52,54,4,23,0.05952380952380952,time| group| person| student| face| video| control| step| consultation| checkpoint,0.03174603174603174,0.02976190476190475,0.02976190476190475,0.02976190476190475,0.035714285714285705,0.03373015873015872,0.02976190476190475,0.02976190476190475,0.02976190476190475,0.04563492063492063,0.02976190476190475,0.03373015873015872,0.02976190476190475,0.03373015873015872,0.02976190476190475,0.03174603174603174,0.047619047619047616,0.03174603174603174,0.02976190476190475,0.02976190476190475,0.02976190476190475,0.02976190476190475,0.05952380952380952,0.03174603174603174,0.02976190476190475,0.02976190476190475,0.03373015873015872,0.02976190476190475,0.02976190476190475,0.04365079365079365
1,1,2020-02-01,0,2,there is no need to avoid places where persons with suspected or confirmed cases of the ncov have been._x000d_the risk of infection from transient contact such as in public places is low.,52,54,4,17,0.06321839080459771,day| place| shn| travel| country| hour| traveller| entry| symptom| importation,0.05555555555555556,0.028735632183908035,0.028735632183908035,0.04597701149425287,0.03065134099616857,0.03065134099616857,0.028735632183908035,0.028735632183908035,0.03065134099616857,0.028735632183908035,0.028735632183908035,0.03448275862068965,0.036398467432950186,0.028735632183908035,0.03256704980842911,0.028735632183908035,0.06321839080459771,0.03256704980842911,0.028735632183908035,0.028735632183908035,0.028735632183908035,0.03256704980842911,0.04597701149425287,0.028735632183908035,0.028735632183908035,0.028735632183908035,0.028735632183908035,0.040229885057471264,0.028735632183908035,0.028735632183908035
2,1,2020-02-01,0,3,there is also currently no evidence of community spread._x000d_for more information refer to official sources such as the ministry of health's website (http://www.moh.gov.sg/) and gov.sg (go.gov.sg/2019ncov).,52,54,4,15,0.04938271604938271,infection| patient| evidence| plan| approach| highlight| discharge| effect| force| illness,0.030864197530864185,0.032921810699588466,0.030864197530864185,0.04320987654320987,0.032921810699588466,0.030864197530864185,0.030864197530864185,0.030864197530864185,0.030864197530864185,0.030864197530864185,0.030864197530864185,0.030864197530864185,0.030864197530864185,0.030864197530864185,0.04938271604938271,0.034979423868312744,0.030864197530864185,0.030864197530864185,0.030864197530864185,0.030864197530864185,0.030864197530864185,0.030864197530864185,0.030864197530864185,0.030864197530864185,0.04320987654320987,0.030864197530864185,0.047325102880658436,0.030864197530864185,0.034979423868312744,0.032921810699588466
3,1,2020-02-01,1,1,as of 1 february 2020 2pm we have confirmed 2 additional imported cases of 2019 novel coronavirus infection in singapore.,151,122,14,13,0.04273504273504274,infection| fence| role| outbreak| recovery| break| dedication| form| sacrifice| officer,0.03418803418803418,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03632478632478632,0.034188034188034185,0.03205128205128204,0.03205128205128204,0.03418803418803418,0.03205128205128204,0.03205128205128204,0.04059829059829059,0.04273504273504274,0.03632478632478632,0.03418803418803418,0.03205128205128204,0.03205128205128204,0.03418803418803418,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204
4,1,2020-02-01,1,2,16 confirmed cases were earlier announced by moh._x000d_both cases have recent travel history to wuhan.,151,122,14,5,0.04487179487179487,case| morning| resurgence| lockdown| conduct| catch| museum| complication| initiative| touch,0.038461538461538464,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.04487179487179487,0.03418803418803418,0.03205128205128204,0.03205128205128204,0.04059829059829059,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03418803418803418,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03846153846153846,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204
5,1,2020-02-01,1,3,there is currently no evidence of community spread in singapore._x000d_the 2 new cases are stable currently and we are continuing to monitor their health.,151,122,14,4,0.04848484848484851,transmission| risk| situation| virus| measure| reduce| end| fight| chain| order,0.03434343434343435,0.030303030303030307,0.030303030303030307,0.04848484848484851,0.03232323232323232,0.03232323232323232,0.030303030303030307,0.030303030303030307,0.030303030303030307,0.030303030303030307,0.030303030303030307,0.030303030303030307,0.03232323232323232,0.036363636363636376,0.04646464646464649,0.030303030303030307,0.030303030303030307,0.03434343434343435,0.030303030303030307,0.030303030303030307,0.030303030303030307,0.030303030303030307,0.030303030303030307,0.030303030303030307,0.03434343434343435,0.030303030303030307,0.04848484848484851,0.030303030303030307,0.038383838383838395,0.03636363636363638
6,1,2020-02-01,1,4,as for the 16 previously announced cases none is critically ill. all of them remain in stable condition and most are improving._x000d_read more in the press release: https://www.moh.gov.sg/news-highlights/details/two-more-confirmed-imported-cases-of-novel-coronavirus-infection-in-singapore,151,122,14,24,0.07662835249042145,detail| release| press| www| working| d_https| minimise| resident| surveillance| view,0.036398467432950186,0.028735632183908042,0.030651340996168577,0.028735632183908042,0.036398467432950186,0.03639846743295019,0.028735632183908042,0.03065134099616858,0.030651340996168577,0.028735632183908042,0.028735632183908042,0.032567049808429116,0.03831417624521073,0.032567049808429116,0.032567049808429116,0.028735632183908042,0.028735632183908042,0.03448275862068966,0.028735632183908042,0.028735632183908042,0.034482758620689655,0.04022988505747127,0.028735632183908042,0.07662835249042145,0.028735632183908042,0.04597701149425289,0.028735632183908042,0.028735632183908042,0.028735632183908042,0.028735632183908042
7,1,2020-02-02,2,1,as of 2 february 2020 2pm we have not been notified of any new confirmed cases of 2019 novel coronavirus infection in singapore.,118,311,32,12,0.0405982905982906,case| infection| population| age| virus| pandemic| duration| dormitory| breach| average,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03418803418803418,0.03632478632478632,0.03205128205128204,0.03205128205128204,0.03418803418803418,0.03205128205128204,0.03205128205128204,0.0405982905982906,0.03846153846153846,0.03632478632478632,0.03632478632478632,0.03205128205128204,0.03205128205128204,0.03846153846153846,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204,0.03205128205128204
8,1,2020-02-02,2,2,eighteen confirmed imported cases were earlier announced._x000d_there is currently no evidence of community spread in singapore._x000d_none of the 18 previously announced cases is critically ill. all of them remain in stable condition and most are improving._x000d_read more in the press release: https://www.moh.gov.sg/news-highlights/details/no-new-confirmed-cases-of-novel-coronavirus-infection-in-singapore,118,311,32,24,0.06739526411657558,detail| release| press| www| working| d_https| minimise| resident| surveillance| view,0.0418943533697632,0.02732240437158469,0.02732240437158469,0.02732240437158469,0.03642987249544626,0.032786885245901634,0.02732240437158469,0.03278688524590164,0.029143897996357006,0.02732240437158469,0.02732240437158469,0.032786885245901634,0.032786885245901634,0.030965391621129323,0.047358834244080154,0.029143897996357006,0.029143897996357006,0.03825136612021858,0.02732240437158469,0.02732240437158469,0.03278688524590164,0.0400728597449909,0.02732240437158469,0.06739526411657558,0.03460837887067396,0.047358834244080154,0.02732240437158469,0.02732240437158469,0.03278688524590164,0.030965391621129323
9,1,2020-02-03,3,1,minister for health gan kim yong delivered a ministerial statement in parliament today to provide updates on the 2019 novel coronavirus situation and healthcare-related measures that we have put in place._x000d_we have set up multiple lines of defence to reduce the risk of imported cases and local community transmission:_x000d_1)     to prevent further importation of the virus into our shores we have introduced measures such as temperature and health screening at all checkpoints as well as international travel controls._x000d_2)     to detect and contain the virus and prevent it from spreading further we have good surveillance systems to identify cases.,40,85,25,4,0.11796982167352539,transmission| risk| situation| virus| measure| reduce| end| fight| chain| order,0.03017832647462278,0.03292181069958848,0.0205761316872428,0.11796982167352539,0.02469135802469136,0.03703703703703705,0.0205761316872428,0.05349794238683128,0.03017832647462278,0.04252400548696846,0.021947873799725653,0.0205761316872428,0.0205761316872428,0.03703703703703705,0.0205761316872428,0.02743484224965707,0.057613168724279844,0.024691358024691364,0.0205761316872428,0.04252400548696846,0.02743484224965707,0.0205761316872428,0.04938271604938272,0.0233196159122085,0.024691358024691364,0.0205761316872428,0.05349794238683128,0.02606310013717421,0.02743484224965707,0.02331961591220851
10,1,2020-02-03,3,2,our healthcare providers are right at the frontline and are on heightened alert and ready to deal with cases as they emerge._x000d_3)     most importantly all of us must play our part and exercise social responsibility to prevent or stem any possible spread of the virus in the community.,40,85,25,8,0.10734463276836152,family| www| year| spread| people| school| member| assistance| multi_ministry_taskforce| gathering,0.032015065913370985,0.028248587570621455,0.028248587570621455,0.041431261770244816,0.028248587570621455,0.032015065913370985,0.03013182674199622,0.10734463276836152,0.03013182674199622,0.028248587570621455,0.028248587570621455,0.028248587570621455,0.030131826741996215,0.032015065913370985,0.028248587570621455,0.030131826741996215,0.028248587570621455,0.032015065913370985,0.030131826741996215,0.028248587570621455,0.028248587570621455,0.028248587570621455,0.028248587570621455,0.028248587570621455,0.03766478342749528,0.028248587570621455,0.045197740112994336,0.028248587570621455,0.032015065913370985,0.03389830508474574
